signal,nombre,comuna,ubicacion,lat,lon,potencia,ganancia,banda,rx,tx,tono,region,otorga,vence,isEcholink,conference,isDMR,isAir,color,slot,tg,website
CE4LY RPT-B,RADIO CLUB LIRCAY,PARRAL,CERRO DIGUA,-36.2933333333,-71.4394444444,50,7,VHF/FM,147.300,147.900,67,REGIÓN DEL MAULE,20-11-2024,20-11-2029,,,,,,,,
CE4LY RPT-C,RADIO CLUB LIRCAY,PARRAL,CERRO DIGUA,-36.2933333333,-71.4394444444,10,7,UHF/FM,433.100,438.100,67,REGIÓN DEL MAULE,17-12-2024,17-12-2029,,,,,,,,
CE2AND RPT-B,RADIO CLUB LOS ANDES,PUTAENDO,CERRO EL TABACO,-32.6450555556,-70.8194444444,20,7,VHF/FM,147.210,147.810,,REGIÓN DE VALPARAÍSO,22-07-2024,31-08-2026,,,,,,,,
CE2AND RPT-A,RADIO CLUB LOS ANDES,RINCONADA,CUESTA CHACABUCO,-32.9144444444,-70.7066666667,10,7,VHF/FM,146.820,146.220,79.7,REGIÓN DE VALPARAÍSO,22-07-2024,31-08-2026,,,,,,,,
CE2CQ RPT-A,RADIO CLUB LOS MOLINOS DE VILLA ALEMANA RADIO CLUB,VILLA ALEMANA,AV. VICTORIA N°0195,-33.0461666667,-71.3621972222,10,4.5,VHF/FM,146.880,146.280,82.5,REGIÓN DE VALPARAÍSO,04-10-2024,04-10-2029,,,,,,,,
CE6RTV RPT-A,RADIO CLUB LOS TORREONES DE VALDIVIA,VALDIVIA,CARLOS BENNET 1625,-39.8061111111,-73.2505555556,10,8.3,VHF/FM,146.940,146.340,151.4,REGIÓN DE LOS RÍOS,30-07-2024,05-04-2028,,,,,,,,https://www.qrz.com/db/CE6RTV
CE7RCM RPT-B,RADIO CLUB MELIPULLI,PUERTO VARAS,VOLCAN OSORNO,-41.1277777778,-72.5316666667,25,6,VHF/FM,146.820,146.220,77,REGIÓN DE LOS LAGOS,07-06-2023,20-04-2028,,,,,,,,https://www.ce7rcm.cl/
CE7RCM RPT-A,RADIO CLUB MELIPULLI,PUERTO MONTT,ELEUTERIO RAMIREZ 928,-41.4688888889,-72.9630555556,25,6,VHF/FM,146.970,146.370,77,REGIÓN DE LOS LAGOS,07-06-2023,20-04-2028,,,,,,,,https://www.ce7rcm.cl/
CE7RCM RPT-C,RADIO CLUB MELIPULLI,LOS MUERMOS,SECTOR MIRAMAR ALTO CORDILLERA DE LA COSTA,-41.3419444444,-73.7013888889,25,6,VHF/FM,147.120,147.720,77,REGIÓN DE LOS LAGOS,02-08-2023,20-04-2028,,,,,,,,https://www.ce7rcm.cl/
CE5RCX RPT-B,RADIO CLUB NAHUELBUTA,NACIMIENTO,LOS GUINDOS - MEÑIR,-37.5480555556,-72.9375,25,7,VHF/FM,147.315,147.915,77,REGIÓN DEL BIOBÍO,02-08-2023,02-07-2026,,,,,,,,
CE5NRC RPT-A,RADIO CLUB NEUQUE TOME,TOMÉ,CAMINO A DICHATO 840,-36.5902777778,-72.9555555556,15,7,VHF/FM,146.715,146.115,203.5,REGIÓN DEL BIOBÍO,15-05-2023,15-05-2028,,,,,,,,
CE4OHI RPT-A,RADIO CLUB O'HIGGINS,RANCAGUA,"EDIFICIO DON MICHELLE, JOSE DOMINGO MUJICA 609",-34.2905555556,-70.2388888889,25,5,VHF/FM,146.820,146.220,82.5,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,15-03-2024,08-01-2029,,,,,,,,
CE5RPP RPT-B,RADIO CLUB PENCOPOLITANO,PENCO,LAS GRULLAS 38 - LOS RADALES,-36.7491666667,-72.9980555556,10,11.5,UHF/FM,433.375,438.375,179.9,REGIÓN DEL BIOBÍO,12-10-2022,12-10-2027,,,,,,,,https://www.ce5rpp.cl/
CE5RPP RPT-A,RADIO CLUB PENCOPOLITANO,PENCO,"CAMINO A PRIMER AGUA KM 2,5",-36.7369444444,-72.9783333333,25,3,VHF/FM,146.940,146.340,,REGIÓN DEL BIOBÍO,26-10-2022,26-05-2027,,,,,,,,https://www.ce5rpp.cl/
CE4PLU RPT-B,RADIO CLUB PICHILEMU,PICHILEMU,CERRO ALTO COLORADO,-34.3342388889,-71.8754805556,10,11,UHF/FM,433.675,438.675,123,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,07-06-2023,20-05-2026,,,,,,,,
CE4PLU RPT-A,RADIO CLUB PICHILEMU,PICHILEMU,CERRO ALTO COLORADO,-34.3342388889,-71.8754805556,25,9,VHF/FM,146.670,146.070,123,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,25-08-2021,20-05-2026,,,,,,,,
CE4PK RPT-A,RADIO CLUB PROMAUCAES,PICHILEMU,CERRO EL ROMERO,-34.3663888889,-71.8577777778,25,9,VHF/FM,146.760,146.160,100,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,02-04-2025,02-04-2030,,,,,,,,
CE4PK RPT-B,RADIO CLUB PROMAUCAES,PICHILEMU,CERRO EL ROMERO,-34.3663888889,-71.8577777778,25,9,UHF/FM,433.762,438.762,100,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,02-04-2025,02-04-2030,,,,,,,,
CE3PA RPT-B,RADIO CLUB PROVINCIAL CORDILLERA,SAN JOSÉ DE MAIPO,CERRO LA TINAJA SECTOR LAGUNILLA,-33.5883333333,-70.2941666667,10,6,VHF/FM,146.760,146.160,82.5,REGIÓN METROPOLITANA DE SANTIAGO,03-10-2024,03-10-2029,,,,,,,,https://www.ce3pa.cl/
CE3PA RPT-D,RADIO CLUB PROVINCIAL CORDILLERA,SAN JOSÉ DE MAIPO,LOC. EL VOLCÁN,-33.8201111111,-70.1718055556,10,6,VHF/FM,146.970,146.370,82.5,REGIÓN METROPOLITANA DE SANTIAGO,03-10-2024,03-10-2029,,,,,,,,https://www.ce3pa.cl/
CE3PA RPT-A,RADIO CLUB PROVINCIAL CORDILLERA,PIRQUE,CERRO EL CARDO,-33.618385,-70.5174944444,10,6,VHF/FM,147.390,147.990,,REGIÓN METROPOLITANA DE SANTIAGO,03-10-2024,03-10-2029,,,,,,,,https://www.ce3pa.cl/
CE3PA RPT-C,RADIO CLUB PROVINCIAL CORDILLERA,PIRQUE,CERRO EL CARDO,-33.6185722222,-70.5174944444,10,6,UHF/FM,433.450,438.450,82.5,REGIÓN METROPOLITANA DE SANTIAGO,03-10-2024,03-10-2029,,,,,,,,https://www.ce3pa.cl/
CE2OV RPT-D,RADIO CLUB PROVINCIA LIMARI,OVALLE,CERRO BLANCO,-30.3547222222,-71.2963888889,7,3.3,VHF/FM,146.790,146.190,123,REGIÓN DE COQUIMBO,02-10-2023,02-10-2028,,,,,,,,
CE2OV RPT-E,RADIO CLUB PROVINCIA LIMARI,OVALLE,COLINA LA SILLETA S/N,-30.6113888889,-71.2230555556,7,3.3,UHF/FM,433.575,438.575,123,REGIÓN DE COQUIMBO,02-10-2023,02-10-2028,,,,,,,,
CE7BLI RPT-B,RADIO CLUB PROVINCIAL DE CHILOE,CASTRO,CERRO CARACOLES,-41.8936111111,-73.8138888889,15,7,VHF/FM,146.880,146.280,69.3,REGIÓN DE LOS LAGOS,10-09-2024,10-09-2029,,,,,,,,
CE7BLI RPT-A,RADIO CLUB PROVINCIAL DE CHILOE,CASTRO,CERRO GAMBOA,-42.4722222222,-73.8116666667,15,8,VHF/FM,146.700,146.100,69.3,REGIÓN DE LOS LAGOS,10-09-2024,10-09-2029,,,,,,,,
CE2RPE RPT-A,RADIO CLUB PROVINCIAL ELQUI,COQUIMBO,CERRO PAN DE AZUCAR,-29.9902777778,-71.2652777778,10,6.5,UHF/FM,434.275,439.275,71.9,REGIÓN DE COQUIMBO,09-08-2021,09-08-2026,,,,,,,,
CE2RPE RPT-B,RADIO CLUB PROVINCIAL ELQUI,COQUIMBO,CERRO EL PANUL,-30.0277777778,-71.3602777778,10,7,VHF/FM,146.700,146.100,71.9,REGIÓN DE COQUIMBO,23-04-2024,27-03-2029,,,,,,,,
CE1IQQ RPT-A,RADIO CLUB PROVINCIAL IQUIQUE,IQUIQUE,CERRO TARAPACA,-20.3333333333,-70.1,15,7.7,VHF/FM,146.020,146.620,136.5,REGIÓN DE TARAPACÁ,26-08-2022,02-04-2026,,,,,,,,https://www.ce1iqq.cl/
CE1IQQ RPT-D,RADIO CLUB PROVINCIAL IQUIQUE,TOCOPILLA,CERRO TOLAR,-21.95,-70.0833333333,10,11.7,UHF/FM,433.525,438.525,136.5,REGIÓN DE ANTOFAGASTA,21-08-2022,21-08-2027,,,,,,,,https://www.ce1iqq.cl/
CE1IQQ RPT-E,RADIO CLUB PROVINCIAL IQUIQUE,IQUIQUE,CERRO TARAPACÁ,-20.3333333333,-70.1,10,7.5,UHF/FM,433.475,438.475,136.5,REGIÓN DE TARAPACÁ,21-08-2022,02-04-2026,,,,,,,,https://www.ce1iqq.cl/
CE1IQQ RPT-B,RADIO CLUB PROVINCIAL IQUIQUE,IQUIQUE,CERRO TARAPACÁ,-20.3333333333,-70.1,15,7.5,VHF/FM,146.970,146.370,136.5,REGIÓN DE TARAPACÁ,12-07-2022,02-04-2026,,,,,,,,https://www.ce1iqq.cl/
CE1IQQ RPT-F,RADIO CLUB PROVINCIAL IQUIQUE,IQUIQUE,SALVADOR ALLENDE ESQUINA SANTIAGO POLANEO,-20.2470277778,-70.1330555556,15,7.5,VHF/FM,146.910,146.310,136.5,REGIÓN DE TARAPACÁ,27-02-2024,02-04-2026,,,,,,,,https://www.ce1iqq.cl/
CE1IQQ RPT-G,RADIO CLUB PROVINCIAL IQUIQUE,IQUIQUE,CERRO TARAPACA,-20.3333333333,-70.1,15,7.5,VHF/FM,146.060,146.660,136.5,REGIÓN DE TARAPACÁ,28-02-2024,02-04-2026,,,,,,,,https://www.ce1iqq.cl/
CE1IQQ RPT-C,RADIO CLUB PROVINCIAL IQUIQUE,TOCOPILLA,CERRO TOLAR,-21.95,-70.0833333333,15,7.5,VHF/FM,147.285,147.885,136.5,REGIÓN DE ANTOFAGASTA,29-09-2022,02-04-2026,,,,,,,,https://www.ce1iqq.cl/
CE4RLN RPT-B,RADIO CLUB PROVINCIAL LINARES,LINARES,CERRO GUPO,-35.6886111111,-71.9175,20,7,VHF/FM,147.750,147.150,123,REGIÓN DEL MAULE,07-12-2022,07-12-2027,,,,,,,,
CE4RLN RPT-A,RADIO CLUB PROVINCIAL LINARES,SAN FERNANDO,CERRO SANTA LUCIA,-34.6872222222,-70.7658333333,20,7,VHF/FM,146.610,146.010,123,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,07-12-2022,07-12-2027,,,,,,,,
CE7LL RPT-B,RADIO CLUB PROVINCIAL LLANQUIHUE,PUERTO MONTT,EGAÑA 398,-41.4716666667,-72.9294444444,25,6,VHF/FM,146.760,146.160,88.5,REGIÓN DE LOS LAGOS,22-11-2023,02-05-2028,,,,,,,,https://www.ce7ll.cl/
CE7LL RPT-A,RADIO CLUB PROVINCIAL LLANQUIHUE,PUERTO VARAS,VOLCAN CALBUCO,-41.3175,-72.6916666667,50,6,VHF/FM,146.670,146.070,88.5,REGIÓN DE LOS LAGOS,22-11-2023,02-05-2028,,,,,,,,https://www.ce7ll.cl/
CE7LL RPT-C,RADIO CLUB PROVINCIAL LLANQUIHUE,PUERTO MONTT,EGAÑA 398,-41.4716666667,-72.9294444444,25,6,VHF/FM,146.640,146.040,88.5,REGIÓN DE LOS LAGOS,30-07-2024,02-05-2028,,,,,,,,https://www.ce7ll.cl/
CE2AA RPT-A,RADIO CLUB PROVINCIAL VALPARAISO,VALPARAÍSO,CAMINO LA PÓLVORA S/N INSTALACIÓN D.G.T.M.,-33.0819444444,-71.6169444444,15,6,VHF/FM,147.300,147.900,,REGIÓN DE VALPARAÍSO,26-05-2023,22-11-2026,,,,,,,,https://www.ce2aa.cl/
CE4RG RPT-B,RADIO CLUB RANCAGUA,RANCAGUA,PALOMINOS 689 RANCAGUA,-34.1749722222,-70.7455361111,20,6,VHF/FM,146.970,146.370,123,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,15-03-2024,23-11-2027,,,,,,,,https://www.ce4rg.cl/
CE4RG RPT-A,RADIO CLUB RANCAGUA,REQUÍNOA,CERRO TROCALAN,-34.2422222222,-70.7163888889,25,6,VHF/FM,147.240,147.840,100,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,10-09-2024,23-11-2027,,,,,,,,https://www.ce4rg.cl/
CE5TH RPT-B,RADIO CLUB REGIONAL TALCAHUANO,TALCAHUANO,PATRICIO LINCH N° 288,-36.7188888889,-73.1138888889,10,6,UHF/FM,433.075,438.075,151.4,REGIÓN DEL BIOBÍO,23-03-2023,05-08-2027,,,,,,,,https://www.ce5th.cl/
CE5TH RPT-A,RADIO CLUB REGIONAL TALCAHUANO,TALCAHUANO,PATRICIO LINCH N° 288,-36.7249,-73.1169,25,5,VHF/FM,147.390,147.990,151.4,REGIÓN DEL BIOBÍO,23-03-2023,05-08-2027,,,,,,,,https://www.ce5th.cl/
CE4RSF RPT-B,RADIO CLUB SAN FERNANDO,SAN FERNANDO,CERRO PANGALILLO,-34.5283333333,-71.0163888889,10,3,VHF/FM,146.880,146.280,67,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,07-09-2023,07-09-2028,,,,,,,,
CE4RSF RPT-A,RADIO CLUB SAN FERNANDO,SAN FERNANDO,CERRO ALTO LAS ROMAZAS,-34.5497222222,-70.8102777778,20,6,VHF/FM,147.060,147.660,67,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,07-09-2023,07-09-2028,,,,,,,,
CE4RSF RPT-C,RADIO CLUB SAN FERNANDO,SAN FERNANDO,CERRO LAS ROMANZAS,-34.5452777778,-70.8016666667,10,3,UHF/FM,434.980,439.980,67,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,22-08-2025,20-08-2030,,,,,,,,
CE6TC RPT-B,RADIO CLUB TEMUCO,LAUTARO,CERRO PILMAHUE,-38.5666666667,-72.6166666667,25,7,VHF/FM,146.940,146.340,67,REGIÓN DE LA ARAUCANÍA,11-02-2021,11-02-2026,,,,,,,,https://www.ce6tc.cl/
CE6TRA RPT-A,RADIO CLUB TRAIGUEN,TRAIGUÉN,CERRO LAS MESAS,-38.1641666667,-72.5086111111,10,6,VHF/FM,147.360,147.960,203.5,REGIÓN DE LA ARAUCANÍA,22-04-2024,27-03-2029,,,,,,,,
CE6TRA RPT-B,RADIO CLUB TRAIGUEN,LUMACO,ESCUELA,-38.2583333333,-73.0511111111,10,6,VHF/FM,146.700,146.100,74.4,REGIÓN DE LA ARAUCANÍA,22-04-2024,27-03-2029,,,,,,,,
CE6VC RPT-A,RADIO CLUB VALDIVIA,CORRAL,LUMACO ALTO,-39.9887277778,-73.2259611111,25,5,VHF/FM,146.380,146.980,88.5,REGIÓN DE LOS RÍOS,03-04-2025,03-04-2030,,,,,,,,
CE4CVC RPT-B,RADIO CLUB VALLE DE COLCHAGUA,NANCAGUA,CERRO RUCATALCA,-34.5925,-71.2105555556,15,6,VHF/FM,146.790,146.190,151.4,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,15-03-2024,06-11-2028,,,,,,,,
CE4CVC RPT-A,RADIO CLUB VALLE DE COLCHAGUA,SAN FERNANDO,CERRO PANGALILLO,-34.5252777778,-71.0161111111,20,9,VHF/FM,146.730,146.130,151.4,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,07-03-2024,06-11-2028,,,,,,,,
CE4CVC   RPT-A,RADIO CLUB VALLE DE COLCHAGUA,NANCAGUA,"CERRO RUCATALCA, NANCAGUA",-34.5925,-71.2105555556,10,7,UHF/FM,433.475,438.475,151.4,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,05-08-2025,05-08-2030,,,,,,,,
CE4CVC RPT-C,RADIO CLUB VALLE DE COLCHAGUA,SAN FERNANDO,CERRO SANTA LUCIA,-34.6872222222,-70.7658333333,20,9,VHF/FM,147.090,147.690,123,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,15-03-2024,06-11-2028,,,,,,,,
CE1RVL RPT-A,RADIO CLUB VALLENAR,VALLENAR,MINA ALGARROBO,-28.81,-71.0169444444,25,3,VHF/FM,147.180,147.780,77,REGIÓN DE ATACAMA,28-10-2022,28-10-2027,,,,,,,,https://www.ce1rvl.cl/
CE1RVL RPT-B,RADIO CLUB VALLENAR,FREIRINA,CERRO INFERNILLO,-28.4577777778,-70.9502777778,10,6,VHF/FM,146.910,146.310,77,REGIÓN DE ATACAMA,08-11-2023,18-05-2027,,,,,,,,https://www.ce1rvl.cl/
CA4HVE RPT-A,RADIO CLUB VALLES DEL TUTUVEN,CAUQUENES,CERRO NAME,-35.7206444444,-72.2177416667,25,7,VHF/FM,147.330,147.930,123,REGIÓN DEL MAULE,04-10-2023,04-10-2028,,,,,,,,
CE2RVI RPT-B,RADIO CLUB VICUÑA,VICUÑA,O'HIGGINS 262,-30.0377777778,-70.7013888889,10,6,VHF/FM,146.880,146.280,162.2,REGIÓN DE COQUIMBO,28-11-2022,28-11-2027,,,,,,,,
CE6RCV RPT-A,RADIO CLUB VILLARRICA,VILLARRICA,CERRO TRALCAHUE,-39.3747666667,-72.2005111111,25,6,VHF/FM,147.120,147.720,123,REGIÓN DE LA ARAUCANÍA,26-10-2022,21-04-2026,,,,,,,,https://www.ce6rcv.cl/
CE2VOL RPT-B,RADIO CLUB VIÑA DEL MAR,CURICÓ,AVENIDA RAMON FREIRE 2562,-35.1977777778,-71.0308333333,10,9,VHF/FM,147.270,147.870,151.4,REGIÓN DEL MAULE,15-07-2025,15-07-2030,,,,,,,,https://radioclubvina.cl/
CE2VOL RPT-C,RADIO CLUB VIÑA DEL MAR,CHANCO,CERRO MOLCO,-35.7873555556,-72.4113305556,10,6.8,VHF/FM,147.960,147.360,151.4,REGIÓN DEL MAULE,03-08-2023,17-01-2027,,,,,,,,https://radioclubvina.cl/
CE2VOL RPT-A,RADIO CLUB VIÑA DEL MAR,VALPARAÍSO,CERRO COLORADO RECINTO ARMADA DE CHILE LA POLVORA,-33.0819444444,-71.6169444444,11,9,VHF/FM,146.820,146.220,151.4,REGIÓN DE VALPARAÍSO,07-11-2022,17-01-2027,,,,,,,,https://radioclubvina.cl/
CE6RCO RPT-A,RADIO CLUB VOLCÁN OSORNO,SAN JUAN DE LA COSTA,RUTA U-40 SECTOR LA CUMBRE,-40.6130555556,-73.4263888889,15,7,VHF/FM,146.850,146.250,189.9,REGIÓN DE LOS LAGOS,14-08-2025,14-08-2030,,,,,,,,
CE2AQ RPT-A,RADIOCLUB AMIGOS DE LA RADIOAFICIÓN,OLMUÉ,CORDON PARQUE NACIONAL LA CAMPANA,-32.9758333333,-71.015,20,6,VHF/FM,146.700,146.100,74.4,REGIÓN DE VALPARAÍSO,19-11-2024,19-11-2029,,,,,,,,
CE7RPV RPT-A,RADIOCLUB PUERTO VARAS,PUERTO VARAS,VOLCAN CALBUCO,-41.3209166667,-72.6685194444,10,6,VHF/FM,147.060,147.660,100,REGIÓN DE LOS LAGOS,21-03-2024,07-09-2028,,,,,,,,https://www.qrz.com/db/CE7RPV
CE7RPV RPT-B,RADIOCLUB PUERTO VARAS,PUERTO VARAS,VOLCAN CALBUCO,-41.3209166667,-72.6685194444,10,6,UHF/FM,433.100,438.100,123,REGIÓN DE LOS LAGOS,26-03-2024,07-09-2028,,,,,,,,https://www.qrz.com/db/CE7RPV
CE4SF RPT-A,SIN FRONTERA AGRUPACION RADIO CLUB,PARRAL,CERRO DIGUA,-36.2933333333,-71.4394444444,10,7,VHF/FM,146.850,146.250,151.4,REGIÓN DEL MAULE,10-09-2024,10-09-2029,,,,,,,,
XQ1KK-L,Red Chile - Arica,Arica,,-18.475,-70.3144444,,,VHF/FM,147.540,147.540,88.5,REGIÓN DE ARICA Y PARINACOTA,,,1,Red Chile,,,,,,https://redchile.org/
CE1NAH-R,Red Chile - Iquique,Iquique,,-20.2166667,-70.1666667,,,VHF/FM,146.950,146.950,23,REGIÓN DE TARAPACÁ,,,1,Red Chile,,,,,,https://redchile.org/
CE1NAH-L,Red Chile - La Huayca,La Huayca,,-20.25,-70.1166667,,,VHF/FM,146.950,146.950,23,REGIÓN DE TARAPACÁ,,,1,Red Chile,,,,,,https://redchile.org/
CE1AZP-L,Red Chile - Antofagasta,Antofagasta,,-23.6333333,-70.4,,,VHF/FM,146.420,146.420,,REGIÓN DE ANTOFAGASTA,,,1,Red Chile,,,,,,https://redchile.org/
CA1HDG-L,Red Chile - Copiapo,Copiapo,,-27.3666667,-70.3166667,,,VHF/FM,147.430,147.430,,REGIÓN DE ATACAMA,,,1,Red Chile,,,,,,https://redchile.org/
CA1HDG-R,Red Chile - Coquimbo,Coquimbo,,-29.95,-71.3333333,,,VHF/FM,146.420,146.420,,REGIÓN DE COQUIMBO,,,1,Red Chile,,,,,,https://redchile.org/
CE2MTP-L,Red Chile - Paihuano,Paihuano,,-30.0166667,-70.5166667,,,VHF/FM,147.540,147.540,,REGIÓN DE COQUIMBO,,,1,Red Chile,,,,,,https://redchile.org/
CE2RVV-L,Red Chile - Llay Llay,Llay Llay,,-32.85,-70.9666667,,,VHF/FM,145.050,145.050,,REGIÓN DE VALPARAÍSO,,,1,Red Chile,,,,,,https://redchile.org/
CE2LGI-L,Red Chile - Los Andes,Los Andes,,-32.8166667,-70.6166667,,,VHF/FM,147.180,147.180,67.0,REGIÓN DE VALPARAÍSO,,,1,Red Chile,,,,,,https://redchile.org/
CE2JJF-L,Red Chile - Isla Negra,Isla Negra,,-33.4,-71.7,,,VHF/FM,146.490,146.490,,REGIÓN DE VALPARAÍSO,,,1,Red Chile,,,,,,https://redchile.org/
CE2KVL-L,Red Chile - Valparaiso,Valparaiso,,-33.0458333,-71.6163889,,,VHF/FM,146.590,146.590,67.0,REGIÓN DE VALPARAÍSO,,,1,Red Chile,,,,,,https://redchile.org/
CA2JOT-L,Red Chile - Quilpue,Quilpue,,-33.05,-71.45,,,VHF/FM,146.320,146.320,67.0,REGIÓN DE VALPARAÍSO,,,1,Red Chile,,,,,,https://redchile.org/
CE2BMA-L,Red Chile - Villa Alemana,Villa Alemana,,-33.05,-71.3666667,,,VHF/FM,146.440,146.440,67,REGIÓN DE VALPARAÍSO,,,1,Red Chile,,,,,,https://redchile.org/
CE2BMA-R,Red Chile - Limache,Limache,,-32.9833333,-71.2833333,,,VHF/FM,145.220,145.220,67,REGIÓN DE VALPARAÍSO,,,1,Red Chile,,,,,,https://redchile.org/
CE3LWV-L,Red Chile - El Monte,El Monte,,-33.6833333,-71.0166667,,,VHF/FM,146.500,146.500,,REGIÓN METROPOLITANA DE SANTIAGO,,,1,Red Chile,,,,,,https://redchile.org/
CE3LWV-R,Red Chile - María Pinto,María Pinto,,-33.5333333,-71.1333333,,,VHF/FM,146.550,146.550,,REGIÓN METROPOLITANA DE SANTIAGO,,,1,Red Chile,,,,,,https://redchile.org/
CA3AMG-L,Red Chile - Renca,Renca,,-33.4,-70.7333333,,,VHF/FM,145.550,145.550,,REGIÓN METROPOLITANA DE SANTIAGO,,,1,Red Chile,,,,,,https://redchile.org/
CE3PBR-L,Red Chile - San Joaquin,San Joaquin,,-33.5,-70.6166667,,,VHF/FM,147.540,147.540,,REGIÓN METROPOLITANA DE SANTIAGO,,,1,Red Chile,,,,,,https://redchile.org/
CE3IME-L,Red Chile - Las Condes,Las Condes,,-33.4166667,-70.5833333,,,VHF/FM,146.180,146.180,,REGIÓN METROPOLITANA DE SANTIAGO,,,1,Red Chile,,,,,,https://redchile.org/
CE3WAQ-L,Red Chile - Las Condes,Las Condes,,-33.4166667,-70.5833333,,,VHF/FM,146.420,146.420,,REGIÓN METROPOLITANA DE SANTIAGO,,,1,Red Chile,,,,,,https://redchile.org/
CE3PPY-L,Red Chile - Cerro Navia,Cerro Navia,,-33.4166667,-70.7166667,,,VHF/FM,147.410,147.410,,REGIÓN METROPOLITANA DE SANTIAGO,,,1,Red Chile,,,,,,https://redchile.org/
CE3KA-L,Red Chile - La Cisterna,La Cisterna,,-33.55,-70.6833333,,,VHF/FM,147.430,147.430,,REGIÓN METROPOLITANA DE SANTIAGO,,,1,Red Chile,,,,,,https://redchile.org/
CE4CVX-L,Red Chile - Coltauco,Coltauco,,-34.287229,-71.085723,,,VHF/FM,147.000,147.000,,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,,,1,Red Chile,,,,,,https://redchile.org/
CA4FBR-L,Red Chile - Talca,Talca,,-35.4333333,-71.6666667,,,VHF/FM,147.650,147.650,88.5,REGIÓN DEL MAULE,,,1,Red Chile,,,,,,https://redchile.org/
CE4UYP-L,Red Chile - Chillan,Chillan,,-36.6,-72.1166667,,,VHF/FM,146.550,146.550,151.4,REGIÓN DE NUBLE,,,1,Red Chile,,,,,,https://redchile.org/
CE4JVU-L,Red Chile - Rengo,Rengo,,-34.4166667,-70.8666667,,,VHF/FM,146.450,146.450,71.9,REGIÓN DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,,,1,Red Chile,,,,,,https://redchile.org/
CE4VRI-R,Red Chile - Chanco,Chanco,,-35.7333333,-72.5333333,,,VHF/FM,145.400,145.400,,REGIÓN DEL MAULE,,,1,Red Chile,,,,,,https://redchile.org/
XQ5OS-L,Red Chile - Yumbel,Yumbel,,-37.1333333,-72.5333333,,,VHF/FM,146.420,146.420,67,REGIÓN DEL BIOBÍO,,,1,Red Chile,,,,,,https://redchile.org/
CE5MBM-L,Red Chile - Dichato,Dichato,,-36.6166667,-72.95,,,VHF/FM,146.500,146.500,123,REGIÓN DEL BIOBÍO,,,1,Red Chile,,,,,,https://redchile.org/
CE5AUC-R,Red Chile - Laja,Laja,,-37.2666667,-72.7,,,VHF/FM,147.500,147.500,123,REGIÓN DEL BIOBÍO,,,1,Red Chile,,,,,,https://redchile.org/
CE7UQS-L,Red Chile - Temuco,Temuco,,-38.75,-72.6666667,,,VHF/FM,146.350,146.350,123,REGIÓN DE LA ARAUCANÍA,,,1,Red Chile,,,,,,https://redchile.org/
XQ6RMG-L,Red Chile - Temuco,Temuco,,-38.75,-72.6666667,,,VHF/FM,147.350,147.350,146.2,REGIÓN DE LA ARAUCANÍA,,,1,Red Chile,,,,,,https://redchile.org/
XQ6RMG-R,Red Chile - Temuco,Temuco,,-38.75,-72.6666667,,,VHF/FM,147.420,147.420,123,REGIÓN DE LA ARAUCANÍA,,,1,Red Chile,,,,,,https://redchile.org/
CE6PHG-L,Red Chile - Villarrica,Villarrica,,-39.2666667,-72.2166667,,,VHF/FM,146.200,146.800,203.5,REGIÓN DE LA ARAUCANÍA,,,1,Red Chile,,,,,,https://redchile.org/
CE6ROX-L,Red Chile - Lautaro,Lautaro,,-38.5291667,-72.435,,,VHF/FM,146.200,146.800,203.5,REGIÓN DE LA ARAUCANÍA,,,1,Red Chile,,,,,,https://redchile.org/
CE6RCR-L,Red Chile - Valdivia,Valdivia,,-39.8,-73.2333333,,,VHF/FM,146.850,146.850,,REGIÓN DE LOS RÍOS,,,1,Red Chile,,,,,,https://redchile.org/
CE7RVF-L,Red Chile - Puerto Varas,Puerto Varas,,-41.3166667,-72.9833333,,,VHF/FM,146.430,146.430,,REGIÓN DE LOS LAGOS,,,1,Red Chile,,,,,,https://redchile.org/
CD7LVC-L,Red Chile - Castro Chiloé,Castro Chiloé,,-42.4666667,-73.8,,,VHF/FM,146.420,146.420,,REGIÓN DE LOS LAGOS,,,1,Red Chile,,,,,,https://redchile.org/
